CustomerID,recency,frequency,monetary,spend_per_invoice,items_per_invoice,variety_ratio
12346,1.5786805753561788,-0.5551398734299566,-1.2085961449806693,-1.5893572908654503,-2.7690451234815305,-0.08562472585679998
12347,-0.9485686656737682,0.8049375412144375,1.2292835302856135,1.1184379976406877,1.0204193157583183,0.22563685505040748
12348,-0.5984942926278742,0.3029734346297357,0.4411938972633389,0.27248088863586856,1.4456698699693007,-1.0768168624981198
12349,-0.8718400359650791,-0.1989906719549659,1.018379994872522,2.064010480636282,1.4446961807381153,1.4839912470020478
12350,0.5284574562184967,-1.0571039800146582,-0.809671271558685,0.10936204575432713,0.3024906643277132,0.24383131952837403
12351,0.8401675144100462,-1.0571039800146582,-0.793824317346306,0.13937084033930505,0.6246901259755459,0.5604722515226961
12352,-0.7855203275428039,0.935373418565876,0.4716178237368184,-0.4735994414095603,-0.711110655588617,-0.5994247239030667
12353,0.020130284398431543,-0.5551398734299566,-0.576043124155084,-0.39618586926218313,-0.387212386115244,-0.13379183623449445
12354,0.15440538638863746,-1.0571039800146582,0.13017755216114593,1.889119210062277,1.4229181023583704,1.7719905865166716
12355,0.06808567796636222,-0.5551398734299566,0.03589316513315445,0.7606996898820972,0.6690911457776488,0.3476765766627796
12356,-0.8526578785379069,0.4938113309901599,1.324383818505314,1.6926322977123278,1.4903782634677816,0.3253467998741797
12357,-0.7999069456131831,-0.5551398734299566,2.1460199777542006,4.755201898753994,3.485214920495004,2.7515997868829656
12358,-0.9533642050305613,0.3029734346297357,0.9712599633885651,1.2745343782585803,0.3991842537303628,-0.18392548648736548
12359,-0.6848140010501494,1.053367022200797,1.6564239894807968,1.6204815569638795,0.6789995727262559,1.0012941157535207
12360,-0.7087916978341148,0.4938113309901599,1.0053024393385728,1.0890750935342564,1.1256393030024296,0.834515714838026
12361,0.4181600510122562,0.07726011050618313,-0.5009886786127647,-1.1996682741050069,-1.064669751450461,-1.199172657690832
12362,-0.9437731263169751,1.053367022200797,1.201627083453265,0.7604626406937578,0.43085549455507,0.5033408393757318
12363,-0.4354459544969099,-0.5551398734299566,-0.3552210377487197,0.02109466309075493,0.3474703851277101,-0.13379183623449445
12364,-0.9245909688898029,0.07726011050618313,0.21174664249124098,0.1443393245950822,1.0321328313745557,0.3309674224520955
12365,0.43734220843942845,-1.0571039800146582,-0.7478789254812428,0.22637593975001477,0.1622071248948109,0.5604722515226961
12366,2.077416668462658,-1.0571039800146582,-0.42644624924046143,0.835061181401967,0.7663739258614984,-1.5331355113984366
12367,-0.9389775869601821,-1.0571039800146582,-1.2917209500858107,-0.80347770810671,0.15569433290045875,-0.29078449701058595
12368,2.0534389716786925,-1.0571039800146582,0.012672920899399469,1.6666050098532028,0.8888467187178141,0.3804279546340553
12369,1.0223980099681829,-0.1989906719549659,0.37384573729130693,0.8445479412056675,1.137115801034845,0.9683671061924379
12370,-0.7135872371909079,0.6591226361047264,1.0711425774974863,1.00236882029634,1.0199308694335814,0.7104270483984656
12371,-0.6752229223365633,0.07726011050618313,0.9499966829995834,1.5401642754513858,0.9695340785518828,1.1040852063943323
12372,-0.6176764500550465,-0.1989906719549659,0.2044812396553498,0.5243057539246463,0.6318554403017652,-0.18392548648736548
12373,0.5332529955752898,-0.1989906719549659,0.020480344496100252,0.1765314907088433,0.1447555612899765,-0.11752532174373345
12374,-0.8382712604675276,-0.1989906719549659,0.7859700048632023,1.6241860568469715,1.241736314067226,0.8119810662682125
12375,-0.9102043508194236,-0.5551398734299566,-0.6300113810836914,-0.4981240350296988,-0.5953436608187954,-0.7611387717053176
12376,0.9073050654051491,-0.5551398734299566,-0.6192724571516321,-0.47784132163169674,-0.2623651947298574,-1.0351822350206477
12377,0.552435153002462,0.07726011050618313,0.9322350791962173,1.5065602589850582,1.4127646363709832,1.0584255279004848
12378,-0.33953516736104855,-0.5551398734299566,1.2987008988375557,3.1508395348489815,2.7101850354380796,2.8462895367095795
12379,-0.5697210564871158,0.07726011050618313,0.3539577183975906,0.413033864931913,0.33220971227602364,0.1104176768471516
12380,-0.8574534178946999,0.8049375412144375,1.5060548264434774,1.641930859363763,1.145080554563105,0.45867759411271974
12381,-0.9389775869601821,-0.1989906719549659,0.3562153762599561,0.8112066133288366,0.6446396075215731,0.6673312620459165
12383,-0.07578050273742981,0.3029734346297357,0.42804220036426627,0.2476364381879295,0.7949251247945791,0.2864287882073662
12384,-0.8238846423971484,-0.5551398734299566,-0.5438675939093709,-0.335402057675099,-1.0038287147061273,-0.03927568226506952
12385,0.8593496718372184,-1.0571039800146582,0.4455484469573479,2.4863254790516263,1.551507569633027,1.8909322345250934
